CIK,CompanyName,Category,Assets,Liabilies,PretaxIncome_Dom,PretaxIncome_For,PropertyPlantEquip,Tax_For,Tax_Total,Mean_TH,Haven_Aggressiveness
748592,Ntn Buzztime Inc,Services,14.864,7.947,NA,NA,4.667,0.005,-0.064,0,1
844965,Tetra Technologies Inc/De,Mining,1385.527,1072.778,-44.957,8.531,853.931,5.43,6.299,0.25,2
751978,Vicor Corp,Manufacturing,221.068,36.978,31.455,1.478,50.432,0.911,1.087,0.444,3
857949,China Green Agriculture Inc,Manufacturing,482.986,90.438,NA,NA,30.894,0,35.853,1,5
1372514,Eyegate Pharmaceuticals Inc,Manufacturing,14.281,5.345,-11.243,0.518,0.044,0,0.086,0,1
1606498,Avanos Medical Inc,Manufacturing,1833.4,536.2,-20.7,2.6,154.1,0.8,-9.6,0.333,2
861459,Granite Construction Inc,Construction,2476.601,1078.967,70.071,-5.916,549.688,0.381,10.414,0,1
1609253,California Resources Corp,Mining,7158,6649,429,0,6455,0,0,0,1
1608249,Zayo Group Holdings Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",9216.8,7727.7,71,57,5447.2,8.4,26.1,0.227,2
853816,Landstar System Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",1380.564,691.431,NA,NA,284.032,0.993,73.168,0.25,2
1494319,Univar Inc,Wholesale Trade,5272.4,4080.7,36.6,185.6,955.8,31.2,49.9,0.189,1
1616707,Wayfair Inc,Retail Trade,1890.85,2221.571,-327.356,-174.687,606.977,0.078,2.037,0.167,1
1611110,Medley Management Inc,"Finance, Insurance, And Real Estate",78.216,165.651,NA,NA,3.14,0,0.258,0,1
944745,Civista Bancshares Inc,"Finance, Insurance, And Real Estate",2138.954,1840.056,NA,NA,22.021,NA,2.64,0,1
1605607,Paramount Group Inc,"Finance, Insurance, And Real Estate",8755.978,3864.314,NA,NA,NA,NA,3.139,0.2,1
1557883,Dermira Inc,Manufacturing,344.321,353.36,NA,NA,1.18,0,-0.194,0,1
1607716,Vivint Solar Inc,Manufacturing,2327.255,1845.471,NA,NA,1949.604,0,106.299,0,1
1538990,Store Capital Corp,"Finance, Insurance, And Real Estate",7113.971,3250.47,NA,NA,NA,0,0.642,0,1
1501570,Veritex Holdings Inc,"Finance, Insurance, And Real Estate",3208.55,2677.912,NA,NA,78.409,NA,10.896,0,1
1610418,Cnx Midstream Partners Lp,"Transportation, Communications, Electric, Gas, And Sanitary Services",925.428,526.114,NA,NA,891.775,NA,0,0,1
1613859,Pra Health Sciences Inc,Services,3186.467,2135.047,45.672,175.875,154.764,39.998,67.232,0.286,2
1609702,Cdk Global Inc,Services,3008.4,3355.7,367.3,144.7,131.9,35.8,123.3,0.167,1
856982,Merit Medical Systems Inc,Manufacturing,1620.012,687.237,21.084,28.435,331.452,6,7.502,0.233,2
1611647,Freshpet Inc,Manufacturing,139.965,18.491,NA,NA,102.094,0,0.077,0.333,2
1590895,Eldorado Resorts Inc,Services,5911.462,4882.309,135.622,0,2882.606,0,40.387,0,1
1539638,Triumph Bancorp Inc,"Finance, Insurance, And Real Estate",4559.779,3923.172,NA,NA,83.392,NA,14.792,0,1
1424755,Travelport Worldwide Ltd,Services,2929.057,3081.415,32.147,53.37,495.699,29.624,38.091,0.364,2
759944,Citizens Financial Group Inc,"Finance, Insurance, And Real Estate",160518,139701,NA,NA,791,NA,462,0,1
1619739,Hess Midstream Partners Lp,Mining,2819.7,108.8,NA,NA,2664.1,0,0,0,1
1404655,Hubspot Inc,Services,833.953,589.312,-69.769,7.809,52.468,1.508,1.868,0.667,4
1616314,Medequities Realty Trust Inc,"Finance, Insurance, And Real Estate",632.789,285.429,NA,NA,0.084,0,0,0,1
1416265,Prosper Marketplace Inc,"Finance, Insurance, And Real Estate",753.631,728.304,NA,NA,15.273,0.024,0.172,0,1
1610250,Boot Barn Holdings Inc,Retail Trade,636.075,371.911,NA,NA,98.663,0,8.974,0.25,2
1444380,Nevro Corp,Manufacturing,463.116,217.633,-52.755,4.318,12.801,1.477,0.768,0.333,2
1445305,Workiva Inc,Services,231.111,240.851,-50.268,0.444,41.468,0.203,0.247,0.4,2
1110607,Deep Down Inc,Mining,20.12,3.011,NA,NA,9.691,0,0.008,0,1
1551693,Sientra Inc,Manufacturing,168.359,101.481,NA,NA,2.536,0,-0.004,0.5,3
1610950,Syneos Health Inc,Services,7254.909,4398.765,-26.263,83.521,183.486,10.398,32.974,0.333,2
1373670,Green Brick Partners Inc,Construction,784.026,289.863,NA,NA,4.69,0,17.136,0,1
315709,Intl Bancshares Corp,"Finance, Insurance, And Real Estate",11871.952,9932.37,NA,NA,506.899,NA,56.652,0,1
